27	274 765 297 779
only)	302 764 348 781
Average	124 786 190 801
Coupon	194 786 266 801
Buydown	266 786 340 801
Value	342 786 389 801
On	393 789 417 802
Targeted	421 789 493 802
Brands	496 789 557 802
(Doral/	561 788 615 805
Basic/	615 789 663 803
Monarch/	664 789 738 803
Cambridge/	741 789 835 806
GPC	835 791 876 806
PACKS	286 820 347 837
☐	409 820 498 840
CARTONS	289 852 372 869
☐	409 853 500 871
1	860 908 874 922
of	881 908 900 921
3	901 908 916 921

Brand(s)	563 216 633 234
Company	105 214 179 232
DATE	755 397 805 412
SIGNATURE	518 395 620 409
NAME	280 395 333 410
Originator	105 429 181 444
Manager	103 468 173 482
DATE	755 522 805 539
SECTION(S)	757 662 855 677
SIGNATURE	518 522 620 537
PAGE(S)	516 662 587 677
Insurance	105 556 179 569
Law	103 589 138 602
1-11-94	779 464 889 488
SME	514 842 557 856
SPORTS	284 63 384 81
MARKETING	393 64 553 81
ENTERPRISES	562 63 730 81
DOCUMENT	301 81 452 99
CLEARANCE	467 80 626 97
SHEET	637 81 714 98
January	283 135 350 152
11,	350 137 373 154
1994	379 137 418 151
Date	101 133 142 150
Routed:	144 133 207 150
Contract	518 133 586 150
No.	584 133 612 151
4011	696 135 737 150
00	738 137 757 151
00	758 135 786 148
Joe's	284 180 327 197
Place	327 182 372 200
Exhibits	377 182 440 200
Contract	106 180 169 197
Subject:	173 180 235 197
SPEVCO,	217 211 298 232
INC.	298 215 334 229
Camel/	656 215 709 229
Winston	708 216 778 230
Current	525 250 582 267
Year	583 249 620 266
Cost	621 250 661 265
Total	101 251 145 266
Contract	147 250 212 267
Cost	212 253 251 267
$	305 249 324 266
1,340,000.00	323 249 423 264
1994-1995	732 250 815 267
Brief	103 286 143 301
Description	145 286 230 303
2	310 284 324 299
Joe's	327 284 371 301
Place	373 284 417 299
Exhibits	420 284 485 299
for	486 285 514 299
use	516 286 544 300
at	548 286 571 301
Winston	569 284 635 302
Cup,	636 285 680 303
Winston	677 285 752 302
Drag	749 286 788 303
and	793 284 825 301
Camel	827 286 881 300
Super	310 300 362 315
Bike	363 299 400 314
Events.	402 299 464 314
G/	103 356 124 370
L	124 355 134 370
Code:	137 356 184 371
Program	508 353 573 370
Budget	574 353 628 370
Code	632 355 675 368
Michael	284 426 345 444
Wright	348 427 405 445
John	283 468 325 483
Powell	324 468 381 481
B	543 453 571 485
J.	572 459 602 493
Powell	618 450 720 485
REVIEW	103 501 173 518
ROUTING	172 503 255 518
FS	103 624 125 641
-	124 626 142 641
Marketing	142 624 216 639
*	101 887 114 898
UP	114 890 139 903
TO	144 890 169 904
AND	169 890 205 904
INCLUDING	208 887 301 902
$	301 887 314 904
25,000	313 888 371 903
**	103 904 116 915
OVER	120 902 163 916
$	163 902 177 917
25,000	177 904 230 915
Revised	755 902 818 919
10/26/92	822 904 885 919
13	753 842 778 857
Plaza	776 842 820 857
51669	927 774 945 821
8130	927 830 944 869
REVISIONS	101 659 198 677
TO	200 661 221 678
SHELL	228 661 285 678
(Other	100 679 143 692
than	144 680 171 694
Term	169 680 205 691
Compensation	101 697 187 711
or	187 698 205 709
Job	205 697 226 711
APPROVAL	101 735 194 748
ROUTING	196 733 279 746
*	101 749 114 763
Sr.	118 751 145 768
Manager	150 751 226 766
(B.	228 751 250 768
J.	252 753 271 768
Powell)	274 750 339 767
*	105 768 114 779
Director	124 767 191 785
-	191 774 203 784
(G.	205 768 230 788
L.	233 767 255 785
Littell)	256 767 308 787
**	101 803 120 816
Sr.	127 806 153 820
VP	158 803 181 818
T.	213 802 235 820
W.	235 802 261 819
Robertson	262 803 352 818
Return	98 841 157 858
To:	155 839 186 856
MARY	279 841 333 854
SEAGRAVES	332 841 437 856
Ext	279 856 313 873
1485	322 856 367 871

TO:	29 87 53 98
FROM:	29 112 75 125
S.P. Zolot	188 85 250 99
C.J. Leiker	188 112 254 125
☑	729 142 744 155
SUBJECT:	29 165 95 178
GEOGRAPHY	161 191 250 204
REGION:	27 216 88 229
DIVISION:	29 268 94 281
FULL	285 216 320 229
x	350 216 363 227
PARTIAL	559 216 619 230
FULL	285 268 320 281
PARTIAL	559 270 619 280
23	322 453 344 464
21	323 472 340 483
15	326 492 346 503
17	326 510 344 520
82	326 528 346 541
25	681 684 700 695
31	323 686 346 696
17	326 704 346 715
15	326 722 346 735
39	323 742 347 753
25	326 761 346 772
460	323 779 350 790
79	327 797 347 808
17	327 817 346 828
112	326 835 354 849
MAVPROG.XLS	59 930 143 943
81619511	897 781 924 889
SUBMISSION	607 87 694 100
DATE	696 88 734 99
MAY	505 113 538 124
19	541 113 558 124
AUG	673 113 705 126
11	708 113 725 124
SEP	677 140 705 150
22	708 140 725 151
JUN	510 138 538 149
30	541 138 555 149
MAVERICK	190 165 262 178
SPECIALS	262 165 331 178
MENTHOL-	331 165 415 178
PROGRESS	420 165 496 178
REPORT	498 165 558 178
(ONLY	29 243 71 254
PARTIAL	88 243 145 254
REGION	148 243 204 256
CONTINUE	205 243 275 254
WITH	277 243 314 254
DIVISION(S)	316 242 395 256
SCOPE)	396 243 452 256
DIVISION	47 293 108 306
NAME:	111 295 156 308
DIVISION	50 321 110 332
NAME:	111 321 156 332
DIVISION	50 348 111 358
NAME:	112 348 155 358
DIVISION	285 295 346 306
NAME:	348 295 391 308
DIVISION	283 321 348 332
NAME:	346 321 392 332
DIVISION	285 348 346 359
NAME:	348 346 393 359
#	561 295 570 308
REPS	572 295 611 308
#	559 320 570 333
REPS	572 320 610 334
#	561 346 570 359
REPS	572 346 610 361
DISTRIBUTION	157 374 254 385
DIRECT	33 395 84 405
ACCOUNTS	87 395 165 406
AND	164 395 193 408
CHAINS	196 394 248 408
HEADQUARTERED	251 394 374 408
WITHIN	374 394 425 408
THE	428 394 456 408
REGION	458 394 514 408
(15+	29 409 58 422
STORES)	61 408 122 422
STOCKING	124 408 196 421
NO	196 409 218 419
MAVERICK	218 408 293 421
SPECIALS	293 408 362 418
MENTHOL	360 408 429 422
NAME	41 434 83 447
OF	84 433 107 446
ACCOUNT	108 433 177 447
IND.	206 422 236 433
LOR	234 419 263 433
VOLUME	209 434 269 447
NO.	294 422 322 432
OF	327 422 350 432
STORES	298 434 354 447
NAME	403 433 445 448
OF	446 433 466 446
ACCOUNT	470 434 541 448
IND	575 422 603 432
VOLUME	572 434 633 447
NO.	659 422 685 433
OF	690 422 714 432
STORES	659 434 718 447
139/	213 453 242 466
27	244 453 262 466
202/	216 472 242 485
22	241 473 259 483
126/	213 492 245 505
26	244 492 262 505
176/	213 508 245 522
13	246 510 263 521
98/	216 528 240 542
17	242 528 261 541
Chatham	29 454 86 465
Oil	88 453 107 467
(311-	108 454 140 465
01)	140 454 160 465
Express	29 472 80 486
Stop	83 472 111 486
(309-	115 472 147 487
30)	144 472 167 485
Fowlers	29 490 79 505
Oil	80 492 100 505
(308	102 492 135 506
-21)	131 492 155 503
Petro	31 508 63 525
Express	66 510 116 525
(313-	118 510 151 523
07)	148 508 172 522
Service	31 528 78 539
Dist.	79 529 107 539
(313-	108 528 141 542
12)	143 529 163 542
DIRECT	33 624 87 639
ACCOUNTS	87 626 165 637
AND	164 626 197 641
CHAINS	197 623 249 638
HEADQUARTERED	251 624 374 639
OUTSIDE	376 623 438 638
THE	437 626 470 640
REGION	476 623 531 640
(15+	29 641 62 652
STORES)	59 640 124 653
STOCKING	125 640 200 651
NO	197 641 220 651
MAVERICK	222 640 294 651
SPECIALS	290 638 360 652
MENTHOL	363 638 432 651
NAME	42 663 87 677
OF	87 663 110 678
ACCOUNT	108 665 180 680
IND	209 652 237 666
LOR	237 652 266 666
VOLUME	206 666 266 679
NO.	298 652 324 665
OF	331 652 354 665
STORES	299 666 356 679
NAME	403 666 449 679
OF	448 666 468 677
ACCOUNT	470 665 541 680
IND	575 652 604 666
LOR	602 654 637 665
VOLUME	572 665 637 679
NO.	661 652 685 666
OF	692 652 712 666
STORES	663 666 720 679
_7-Eleven	397 684 438 698
Coastal	33 684 80 695
Mart	79 684 112 697
(210-	111 683 144 697
06)	140 683 164 697
Conoco	33 703 79 717
(524-	80 703 116 718
10)	115 701 135 716
Dairy	33 722 64 736
Mart	64 722 98 739
(417-	98 721 131 736
47)	127 719 153 733
Emro	33 742 68 756
(411-	66 740 95 757
07)	94 739 122 757
EZ	33 760 51 773
Serve	51 758 92 775
(810	94 760 123 775
76B)	120 760 153 775
CVS-	33 778 70 793
Revco	68 781 110 792
(014-	111 778 140 792
20)	140 778 164 792
Rite	35 799 59 812
Aid	57 796 83 813
(209-	83 797 116 811
07)	115 797 137 812
Walgreen	31 816 94 831
(625-	92 816 125 831
60)	122 816 148 830
Walmart	31 835 88 850
(527-	84 835 122 850
35)	116 835 143 846
Page1	714 926 766 941
of	771 925 789 942
3	790 925 801 939
Pages	803 925 850 943

EPL	89 130 158 158
Multiple	268 405 349 416
1419A	733 274 780 289
Species	566 405 633 419
Mice	677 405 721 419
89386032	867 832 886 921
EXPERIMENTAL	181 168 290 182
PATHOLOGY	299 169 386 182
LABORATORIES,	390 168 507 181
INC.	512 168 544 181
QUALITY	385 218 448 232
ASSURANCE	457 218 539 232
REPORT	374 232 433 245
CERTIFICATION	442 235 562 243
Client	136 274 194 289
Name	200 275 241 290
Study	136 317 185 332
Director	188 318 267 332
Study	136 360 185 375
Title	191 360 237 375
Test	140 405 176 419
Article	181 404 250 417
Borriston	257 275 341 288
Laboratories,	349 274 466 289
Inc.	475 274 510 288
Client	519 277 578 290
Study	584 275 634 290
No.	641 275 669 289
Dr.	272 316 298 333
William	311 318 379 332
O.	385 316 398 331
Iverson	411 317 475 334
Pathologist	489 316 593 333
Dr.	614 317 637 332
Charley	647 318 724 335
E.	724 318 742 331
Gilmore	750 318 817 331
Bioassay	275 345 350 360
of	361 346 375 360
Cigarette	385 344 467 361
Smoke	475 345 520 362
Condensates	528 345 631 360
for	642 345 669 359
potential	678 346 763 361
Tumorigenic	275 362 375 373
Activity	381 363 462 376
on	466 363 489 376
Mouse	493 363 546 376
Skin	551 362 591 377
(Revised	277 377 350 388
Pathology	361 377 442 388
Report)	447 378 514 391
A11	163 489 191 504
parts	199 492 245 505
of	253 487 272 504
the	285 486 313 504
pathology	320 487 407 507
phase	412 490 458 505
of	469 490 485 505
this	494 486 532 504
study,	538 489 597 507
including	605 490 691 508
the	700 490 726 505
final	733 490 775 503
report,	787 492 850 506
were	163 521 204 535
reviewed	213 521 291 534
by	293 521 312 532
Experimental	322 520 430 531
Pathology	439 518 525 535
Laboratories	529 517 641 534
Quality	651 520 718 535
Assurance	724 518 811 532
Unit	813 520 857 534
on	164 549 186 560
March	226 545 272 565
2-	281 546 316 563
June	322 547 359 561
8,	367 549 385 563
1983	394 546 431 563
.	573 552 587 563
All	607 546 634 564
Findings	642 549 714 564
were	721 550 762 564
reported	772 550 848 564
to	159 575 182 590
the	188 575 221 592
Study	227 577 276 592
Director	281 575 358 592
and	367 575 395 592
Management.	403 575 502 593
6/8/83	601 722 740 749

Brand	53 127 110 144
Title	53 154 114 172
Size	53 211 101 226
Magazine	51 239 144 253
Location	53 295 146 309
SCORE	238 394 295 409
BASE	328 394 370 409
SCORE	442 394 501 407
BASE	530 394 574 407
COMMENTS	711 376 804 393
PM6	291 377 328 394
OVERALL	51 454 139 472
SEX:	53 511 99 524
AGE:	53 595 99 609
Male	53 525 101 538
Female	53 538 122 553
214	745 154 783 169
TIME	181 239 232 254
1.0	254 455 290 469
(.97)	324 455 370 472
31	460 457 486 471
(167)	523 453 577 470
(83)	530 524 576 539
(84)	530 539 576 552
31	461 524 488 538
31	461 541 488 552
(51)	324 524 371 541
(46)	322 541 372 555
2.0	254 525 291 540
0.0	254 541 295 554
(81)	530 704 581 718
(86)	527 718 581 735
33	461 703 490 718
29	465 721 489 736
(42)	328 703 377 721
(55)	328 719 377 736
2.4	257 703 295 718
0.0	257 718 299 735
4/19/74	748 830 832 847
770205964	656 892 804 912
33	467 786 490 801
(42)	531 788 582 805
(125)	532 803 583 818
30	467 806 493 820
MAGAZINE	366 36 452 53
SCORES	460 36 530 53
AUDIENCE	368 63 455 83
STUDIES	461 64 540 81
SALEM	181 126 241 143
(RJR)	254 124 309 142
Project	602 127 681 144
#	688 127 706 145
Total	601 154 662 172
Sample	666 155 740 172
74-	745 123 780 141
80	779 123 803 138
"HEAD	185 152 236 169
IN	248 155 275 169
WATER"	280 155 349 169
Code	53 182 95 200
#	104 182 118 203
FULL	179 209 229 226
PAGE	234 211 288 225
Field	51 267 111 284
Date	116 267 166 282
WEEK	181 267 228 282
OF	236 267 262 281
MARCH	269 267 330 282
25,	333 267 366 284
1974	377 265 423 280
CHICAGO,	181 295 269 312
DALLAS/	282 293 356 310
FORT	356 295 401 310
WORTH,	410 295 476 310
INDIANAPOLIS,	485 293 627 308
LOS	636 293 677 306
ANGELES	682 292 766 306
MEMPHIS,	181 323 269 338
PHILADELPHIA,	282 321 421 338
PITTSBURGH	433 324 547 337
Sample	53 356 119 373
Description	129 356 255 373
MALE	267 359 318 374
AND	326 360 362 373
FEMALE	368 360 438 373
MENTHOL	442 359 522 376
SMOKERS	526 360 606 375
PROVED	433 377 501 394
RECALL	505 378 570 391
Tested	619 457 687 471
among	696 455 751 470
a	758 457 776 470
half	782 455 832 470
sample	839 454 905 472
of	618 471 645 485
smokers.	650 472 740 485
Sub-	758 469 808 482
group	807 471 860 485
scores	620 486 688 496
subject	694 483 774 497
to	782 485 805 498
wide	812 483 866 494
variation	620 499 723 512
because	725 499 809 510
of	813 497 841 510
small	849 496 909 511
sample	620 513 688 526
size	696 515 744 525
and	749 511 784 522
should	799 510 860 524
be	864 511 891 524
averaged	620 527 707 544
across	716 527 786 537
several	793 524 872 539
ads	620 538 653 552
for	664 539 700 553
meaningful	706 538 817 555
infor-	824 539 892 553
mation.	619 556 696 566
Under	55 609 114 620
25	120 608 144 622
25-	56 622 87 636
34	87 622 114 633
35-	55 634 87 649
44	89 635 112 649
45	56 649 78 664
&	86 649 104 662
Over	115 651 157 662
Under	56 705 111 719
35	119 704 146 717
35	56 719 78 733
&	86 721 106 734
Over	111 719 156 733
BRAND	56 775 111 789
SMOKED:	123 775 192 789
Test	53 789 101 803
Brand	107 791 167 804
Smokers	171 789 251 802
All	56 804 93 818
Other	98 803 153 818
Smokers	162 803 237 820
Date	637 830 682 847
Sent	691 830 741 847
PI-	754 846 787 857
7653	803 842 850 856

Telephone:	660 63 734 81
TELEPHONE	582 134 683 154
AME	18 165 55 182
AFFILLATION	488 166 594 186
DDRESS	17 193 81 211
TELEPHONE	585 222 687 242
AFFILIATION	488 254 594 269
AME	10 254 60 268
DDRESS	9 282 83 299
Position	458 448 511 463
resider	10 447 69 462
Affiliation	26 468 91 486
Affiliation	28 521 90 538
Position	458 500 509 515
Position	460 573 511 588
Affiliation	26 592 94 609
Topic.	26 615 66 632
Affiliation	27 666 93 680
Topic	27 689 65 702
Position	461 642 513 662
Position	458 718 513 733
Position	458 788 513 803
Affiliation	28 807 94 824
Tοpic	26 831 64 846
Affiliation	28 737 94 754
Topic	27 761 64 775
Professor	549 493 661 513
Professor	541 635 653 656
Professor	549 707 669 725
Cytogeneticist	541 779 713 796
Topic	27 546 65 561
Annual	107 11 187 31
Meeting	192 14 284 35
Los	98 29 154 51
Angeles	160 31 295 56
26-	139 53 162 68
31	162 54 181 68
May	181 53 216 73
1983	220 53 258 70
ACCEPTED	335 1 465 19
SYMPOSIUM	463 0 615 21
Preliminary	342 24 439 44
Program	439 24 507 42
Information	509 22 607 40
Submit	333 60 395 81
not	396 61 429 81
later	429 61 469 79
than	472 63 513 78
1	511 63 526 80
November	527 59 620 81
Return	657 3 719 17
this	717 0 754 20
form	753 1 799 19
to:	803 1 834 19
AAAS	657 18 704 32
Meetings	707 17 771 35
Office	770 18 812 35
1101	656 31 692 46
Vermont	694 31 753 49
Ave.,	749 35 790 50
N	790 35 807 46
W.	807 34 829 48
Washington,	657 47 745 64
D.	745 47 763 61
C.	763 49 782 63
20005	782 49 828 63
(202)	733 64 774 81
842-	772 64 804 81
9530	804 64 841 79
READ	227 101 276 116
REVERSE	276 102 359 117
SIDE	355 102 401 116
BEFORE	401 102 471 117
FILLING	471 102 540 119
OUT	540 103 578 116
THIS	581 103 623 117
FORM	623 102 677 117
202/	691 127 737 151
457-	745 127 795 148
4850	795 130 841 151
RINCIPAL	18 137 97 154
ORGANIZER	97 138 202 153
(who	204 137 241 154
will	244 138 270 153
receive	269 140 318 155
correspondence):	322 140 442 155
Marvin	80 165 158 182
A	162 165 186 182
Kastenbaum	202 165 325 182
1825	80 193 133 210
Eye	141 193 179 214
Street,	188 193 266 214
NW	271 191 303 209
Suite	309 193 374 213
800	381 193 419 211
CITY	423 193 469 213
STATE,	472 196 528 211
Washington	568 190 702 211
DC	712 191 738 209
20006	745 190 811 210
O	13 221 39 242
ORGANIZER	38 225 136 243
(if	137 225 160 243
applicable):	160 225 244 242
CITY,	425 282 472 299
STATE,	471 282 527 299
ZIP	527 282 556 299
INAL	13 360 57 377
TITLE	60 360 114 377
OF	114 363 140 380
SYMPOSIUM	141 360 246 378
FOR	377 324 418 342
ONE	419 324 456 341
SESSION	456 325 527 342
THE	366 351 408 372
HUMAN	416 352 481 370
CHROMOSOME	488 351 616 373
Dr.	83 439 122 459
William	129 440 223 457
J.	227 441 250 461
Schull	263 439 338 461
Director	513 439 614 460
-	619 440 639 458
Genetics	643 439 744 457
Centers	753 436 837 458
Univ.	95 465 157 485
of	167 465 199 485
Texas	204 464 269 484
Graduate	287 466 385 481
School	396 465 469 483
of	476 462 505 483
Biomedical	513 464 636 484
Sciences	645 462 744 484
(Houston)	753 461 863 482
-	13 501 23 515
Speaker	28 499 82 517
Dr.	97 494 133 512
Jorge	143 494 199 511
J.	207 494 233 512
Yunis	244 494 305 511
Univ.	123 515 183 532
of	194 514 223 531
Minnesota	230 515 338 530
School	359 513 429 531
of	438 513 464 528
Medicine	475 510 568 528
The	87 538 124 555
Oncogene,	133 539 241 557
the	253 536 293 554
Fragile	300 535 387 556
Site,	393 535 455 556
and	469 534 510 554
Nonrandom	513 534 628 552
Aberrations	636 534 769 554
-	13 571 27 591
Speaker	26 571 85 586
Dr.	98 561 136 583
Sheldon	144 564 233 584
Wolff	244 563 312 581
Chairman	513 560 615 582
-	620 561 640 582
Professor	645 561 755 582
of	766 559 792 581
Cytogenetic	800 561 935 582
Laborat.	97 585 195 605
Radiobiology&	204 584 376 605
Environmental	384 584 540 606
Health	549 585 627 606
-	632 587 652 605
U.	657 584 683 606
of	692 584 721 601
Cal.	727 584 774 604
San	799 582 841 602
Francis	849 584 935 604
Sister-	120 613 209 630
-Chromatid	207 608 321 629
Exchanges	324 612 435 629
-	13 648 26 662
Speaker	26 645 82 660
Dr.	87 638 125 656
Patricia	135 640 237 655
Jacobs	244 637 321 657
University	114 658 238 675
of	244 656 272 674
Hawai	280 656 350 678
-	360 659 379 673
Dept.	387 658 447 678
of	456 656 484 673
Anatomy	494 658 582 679
Abnormal	86 683 187 703
Human	198 679 262 701
Chromosome	271 682 392 700
Complements	397 679 536 700
Dr.	120 707 162 728
Raymond	171 709 259 727
White	266 708 337 729
-	10 718 27 731
Speaker	26 716 82 733
University	124 732 249 752
of	254 729 287 750
Utah	287 730 346 747
Human	146 751 212 769
Linkage	221 751 309 769
Map	309 753 355 773
based	360 750 425 770
on	435 749 464 771
DNA	469 751 510 768
Markers	514 750 607 768
-	13 793 26 803
Speaker	28 788 83 806
Dr.	98 781 139 801
Michael	148 779 236 799
A.	240 779 263 796
Bender	269 779 347 800
Brookhaven	128 802 251 823
National	257 799 359 817
Laboratory	360 799 489 821
-	505 800 527 821
Medical	536 799 629 819
Department	633 799 762 816
Cyrogeneric	123 824 266 846
Epidemiology	272 824 417 845
See	791 853 820 868
Reverse	821 853 875 870
Side	877 852 906 869

FAX:	127 177 156 192
DATE:	99 337 153 351
FROM:	99 286 155 301
CHARGEBACK:	606 288 721 305
RECIPIENT	140 404 233 418
COMPANY	311 402 395 419
FAX	527 404 563 418
No.	564 405 598 418
COMMENTS	102 532 194 546
No:	713 934 745 952
Name:	342 936 396 953
Yes	259 936 293 951
Confirmation:	139 937 255 952
2074956978	909 831 936 926
WINSTON	102 95 367 151
&	374 95 419 148
STRAWN	424 99 647 149
Fax	681 137 717 155
Cover	720 137 767 155
Sheet	769 137 814 158
MAMI	127 158 160 166
